Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Growth,Satisfaction_Growth,Engagement_Score,ROI_index
Control,,111.4460378,127.6676673,42.17482652,42.1855697,No,16.2216295,0.01074318,10.72196,14.55559105
Treatment,,182.3294029,286.0355855,73.05270101,76,Yes,103.7061826,2.94729899,18.13265,56.87847432
Control,Medium Value,,274.9083201,60.41570383,66.01376095,No,274.9083201,5.59805712,0,0
Control,Medium Value,213.2760182,242.767075,60.25240826,74.89861451,No,29.4910568,14.64620625,15.06058,13.82764788
Treatment,Medium Value,259.5312763,395.5948292,85.02109283,,Yes,136.0635529,-85.02109283,21.00506,52.42664963
Control,,228.2534191,279.6718556,,,Yes,51.4184365,0,0.6,22.52690746
Treatment,,270.6978455,425.0936746,100,100,Yes,154.3958291,0,24.6,57.03622384
Control,High Value,,292.9918623,80.22921624,87.5315761,Yes,292.9918623,7.30235986,0,0
Treatment,High Value,338.191426,520.5910046,99.4525433,,No,182.3995786,-99.4525433,24.46861,53.93382699
Control,,194.1672615,,,100,Yes,-194.1672615,100,0.6,-100
Control,,280.9063515,328.2385323,77.67115448,72.07177608,No,47.3321808,-5.5993784,19.24108,16.84980797
Treatment,High Value,255.6234856,396.3244872,,86.00028513,No,140.7010016,86.00028513,0.6,55.0422827
Treatment,Low Value,228.5840997,364.9215085,48.52642123,43.5781797,Yes,136.3374088,-4.94824153,12.24634,59.6443099
Control,Low Value,,245.6108214,45.60692516,44.74537912,Yes,245.6108214,-0.86154604,0,0
Control,High Value,228.5369699,271.2055266,85.99043378,,Yes,42.6685567,-85.99043378,21.2377,18.67030823
Treatment,High Value,261.1096587,396.705761,90.45274524,,No,135.5961023,-90.45274524,22.30866,51.93071102
Control,,273.1531872,323.889875,86.38268272,99.3806229,Yes,50.7366878,12.99794018,21.33184,18.57444474
Treatment,,,386.0530819,67.67169611,,No,386.0530819,-67.67169611,0,0
Control,Low Value,267.7731796,329.1392072,70.75756976,,Yes,61.3660276,-70.75756976,17.58182,22.91716732
Treatment,Low Value,195.2240152,309.5067313,67.07597234,76,Yes,114.2827161,8.92402766,16.69823,58.5392714
Control,Low Value,138.8020866,170.3721025,56.41813662,61.82606774,No,31.5700159,5.40793112,14.14035,22.7446263
Treatment,High Value,250.0746907,381.8906055,90.14886184,,No,131.8159148,-90.14886184,22.23573,52.71061795
Treatment,Medium Value,193.9354427,291.3805823,85.56485139,82.89180333,Yes,97.4451396,-2.67304806,21.13556,50.2461738
Control,Low Value,178.0234573,210.95266,60.36010823,,No,32.9292027,-60.36010823,15.08643,18.49711448
Treatment,,178.8683215,271.1855306,56.96189294,69.32895638,,92.3172091,12.36706344,14.27085,51.61182725
Control,Medium Value,165.4448481,192.8415059,94.26651219,98.4427288,Yes,27.3966578,4.17621661,23.22396,16.5593901
Treatment,High Value,103.2700149,159.2564201,79.79692425,93.89379399,No,55.9864052,14.09686974,19.75126,54.21361201
,,309.162473,483.650466,90.07871811,76.47796668,,174.487993,-13.60075143,22.21889,56.43893041
Treatment,Low Value,166.4054722,264.7441831,,47.88807243,No,98.3387109,47.88807243,0.6,59.09583958
Control,Low Value,,144.9456746,57.69618913,57.2781705,,144.9456746,-0.41801863,0,0
Treatment,,228.2520916,353.3678979,59.88015239,68.47702631,Yes,125.1158063,8.59687392,14.97124,54.8147469
Control,Low Value,222.8111287,260.1807629,56.58425134,57.41521016,Yes,37.3696342,0.83095882,14.18022,16.77188856
Treatment,Medium Value,197.5179357,313.8891474,69.7935379,79.46766951,No,116.3712117,9.67413161,17.35045,58.91678206
Control,Low Value,133.9093464,162.2996213,62.37653537,59.92329018,No,28.3902749,-2.45324519,15.57037,21.20111528
Control,Low Value,124.3219368,,,62.59220585,Yes,-124.3219368,62.59220585,0.6,-100
Control,Low Value,301.4703738,363.7510394,47.87192139,55.35135078,Yes,62.2806656,7.47942939,12.08926,20.65896719
Treatment,High Value,,239.6921707,98.73948549,100,Yes,239.6921707,1.26051451,0,0
Control,Medium Value,128.1968147,,70.66389157,57.18500299,Yes,-128.1968147,-13.47888858,17.55933,-100
,Medium Value,199.7757634,305.8353532,69.41755203,78.1072076,,106.0595898,8.68965557,17.26021,53.08931774
Control,High Value,278.2810746,329.2584901,88.39581843,81.2052997,No,50.9774155,-7.19051873,21.815,18.31867854
Control,High Value,,389.1012625,84.31393564,93.63751645,No,389.1012625,9.32358081,0,0
Control,High Value,220.8567796,258.6028471,,,,37.7460675,0,0.6,17.09074431
Control,Medium Value,196.7926335,243.3438194,,73.84911169,No,46.5511859,73.84911169,0.6,23.65494331
Treatment,Low Value,126.1881687,212.4766883,59.4861092,,No,86.2885196,-59.4861092,14.87667,68.38083197
Control,High Value,,355.2884052,96.55475527,,No,355.2884052,-96.55475527,0,0
Control,High Value,229.7546813,269.0450122,92.93710383,100,Yes,39.2903309,7.06289617,22.9049,17.10099254
,High Value,,347.0928055,,,No,347.0928055,0,0,0
,Low Value,218.4929886,259.1980144,50.21038252,62.43149069,Yes,40.7050258,12.22110817,12.65049,18.62990024
Control,Low Value,210.2427164,247.7330745,,,No,37.4903581,0,0.6,17.83194145
Control,,,276.6138164,96.57058685,93.11480069,No,276.6138164,-3.45578616,0,0
Control,Low Value,259.2500939,300.7697848,,57.08179456,No,41.5196909,57.08179456,0.6,16.01530409
Treatment,High Value,,233.3159801,100,,,233.3159801,-100,0,0
Treatment,Low Value,,320.8621573,68.16025723,69.8690581,No,320.8621573,1.70880087,0,0
Control,Medium Value,230.4338706,279.8827718,54.83800593,59.73812428,No,49.4489012,4.90011835,13.76112,21.45904205
Treatment,Medium Value,198.7154576,322.3521656,,94.55790767,Yes,123.636708,94.55790767,0.6,62.21796205
Treatment,Low Value,223.2634002,343.7818299,46.10640665,50.41545543,Yes,120.5184297,4.30904878,11.66554,53.98037905
Control,,249.2861576,292.1609303,66.67716245,72.31263625,No,42.8747727,5.6354738,16.60252,17.19901863
Treatment,Medium Value,266.5744212,414.4176759,73.53376282,71.17261254,No,147.8432547,-2.36115028,18.2481,55.4604054
Control,Medium Value,,247.5688509,48.78894414,,Yes,247.5688509,-48.78894414,0,0
Treatment,High Value,220.7739925,335.514964,82.91197283,80.54045217,No,114.7409715,-2.37152066,20.49887,51.97214137
Treatment,Low Value,,334.3796841,55.24026759,56.84290078,Yes,334.3796841,1.60263319,0,0
Treatment,Low Value,191.4099179,303.8209209,45.05679089,46.22141544,Yes,112.411003,1.16462455,11.41363,58.72788842
Control,Low Value,122.401366,149.3130093,,43.18490346,Yes,26.9116433,43.18490346,0.6,21.98639131
Treatment,,250.6600783,,90.3504781,,,-250.6600783,-90.3504781,22.28411,-100
Control,High Value,130.270943,153.6490809,93.21025646,88.41376227,No,23.3781379,-4.79649419,22.97046,17.94578082
Control,Low Value,216.3870815,266.6494922,62.54845326,65.08873166,No,50.2624107,2.5402784,15.61163,23.22800897
Treatment,,343.6004306,535.5321814,89.96700717,73.92144865,No,191.9317508,-16.04555852,22.19208,55.858996
Control,High Value,265.5822562,309.1234732,100,100,No,43.541217,0,24.6,16.39462576
Treatment,High Value,196.0102858,302.8966699,82.83182042,,Yes,106.8863841,-82.83182042,20.47964,54.53100773
Control,,175.7627199,202.9461645,49.16678875,63.533895,,27.1834446,14.36710625,12.40003,15.46598995
Control,Low Value,206.782748,242.4969123,59.24964426,73.92144865,,35.7141643,14.67180439,14.81991,17.27134621
Treatment,Medium Value,215.9207132,343.8540577,78.81798235,76.20415025,,127.9333445,-2.6138321,19.51632,59.2501491
Treatment,Low Value,224.6856826,349.1157069,55.49260728,54.37275283,,124.4300243,-1.11985445,13.91823,55.37959645
Treatment,,283.5256692,439.1953528,79.59142533,76.67409341,No,155.6696836,-2.91733192,19.70194,54.90496999
Treatment,High Value,305.8544239,475.0553427,90.79756072,100,No,169.2009188,9.20243928,22.39141,55.32073613
Control,,171.4405093,,90.85063463,71.66075926,No,-171.4405093,-19.18987537,22.40415,-100
Control,High Value,237.6920612,267.5788266,,84.11853107,,29.8867654,84.11853107,0.6,12.57373311
,High Value,265.4863725,320.1808642,77.79931582,77.11003302,Yes,54.6944917,-0.6892828,19.27184,20.60161928
Treatment,Low Value,245.7291534,384.5382636,48.13621799,47.90919984,No,138.8091102,-0.22701815,12.15269,56.48866172
,Low Value,206.5497141,,50.51396383,51.04101668,No,-206.5497141,0.52705285,12.72335,-100
,Medium Value,179.4395592,270.3902315,78.40643805,84.28876844,,90.9506723,5.88233039,19.41755,50.68596507
Control,,244.832388,301.6212652,72.73503042,79.20336783,Yes,56.7888772,6.46833741,18.05641,23.19500196
Treatment,,301.1845726,,,77.2377018,,-301.1845726,77.2377018,0.6,-100
Control,,203.8002638,236.5778636,66.94213747,63.20066345,No,32.7775998,-3.74147402,16.66611,16.08319793
,Medium Value,187.9988648,223.1096447,70.24902619,,Yes,35.1107799,-70.24902619,17.45977,18.67605953
Treatment,High Value,228.2192631,357.7818371,85.6161369,100,Yes,129.562574,14.3838631,21.14787,56.77109471
Control,High Value,203.569262,244.2128529,,73.92144865,Yes,40.6435909,73.92144865,0.6,19.96548521
Treatment,High Value,278.312589,434.731221,75.53286336,100,No,156.418632,24.46713664,18.72789,56.2024997
,Medium Value,,320.5258329,,100,Yes,320.5258329,100,0,0
Control,,,363.2723632,74.27134426,97.51260175,Yes,363.2723632,23.24125749,0,0
Treatment,,260.4932871,413.7043182,83.14746201,64.46201825,Yes,153.2110311,-18.68544376,20.55539,58.81573103
Treatment,High Value,290.5172723,453.1357385,,77.03403407,,162.6184662,77.03403407,0.6,55.97548983
,High Value,279.8255864,,92.21216037,90.657597,Yes,-279.8255864,-1.55456337,22.73092,-100
Control,Low Value,237.4256045,279.6603207,59.64232582,63.22005884,Yes,42.2347162,3.57773302,14.91416,17.78861058
Control,Medium Value,202.7196537,248.6605354,67.02081502,64.84393846,Yes,45.9408817,-2.17687656,16.685,22.66227317
Control,Medium Value,158.8488354,191.5212706,78.73359496,93.29932709,,32.6724352,14.56573213,19.49606,20.56825605
Control,,174.5283872,204.8148201,45.37288157,,No,30.2864329,-45.37288157,11.48949,17.35329902
Control,High Value,,346.6329489,100,100,No,346.6329489,0,0,0
Treatment,High Value,,197.9744036,95.78845655,100,No,197.9744036,4.21154345,0,0
Treatment,High Value,132.6854239,217.3984819,65.59319652,78.04338713,No,84.713058,12.45019061,16.34237,63.84503701
Treatment,Medium Value,230.5434666,359.4007447,,,No,128.8572781,0,0.6,55.89283444
Control,Medium Value,267.2535307,326.5837835,95.63201196,99.08357479,No,59.3302528,3.45156283,23.55168,22.19998839
Control,,,325.0783402,91.52384466,96.63056919,No,325.0783402,5.10672453,0,0
Control,Medium Value,162.8375054,203.7576331,69.5339236,68.75332595,No,40.9201277,-0.78059765,17.28814,25.12942433
Treatment,Medium Value,224.6860326,,39.2938638,48.3477105,Yes,-224.6860326,9.0538467,10.03053,-100
Treatment,,169.8369369,282.1131201,46.83797148,64.22411156,Yes,112.2761832,17.38614008,11.84111,66.10822431
Control,,,226.1349295,58.55633654,89.68476002,No,226.1349295,31.12842348,0,0
Control,High Value,207.7069504,237.9623323,87.65981616,100,Yes,30.2553819,12.34018384,21.63836,14.56637914
Treatment,Medium Value,222.4040273,344.8873493,66.40055737,67.65858774,Yes,122.483322,1.25803037,16.53613,55.07243888
Treatment,Low Value,255.5900203,395.8404308,54.98481245,51.50966841,Yes,140.2504105,-3.47514404,13.79635,54.8731951
Treatment,High Value,234.2175317,364.6784657,97.24794004,,No,130.460934,-97.24794004,23.93951,55.70075521
Control,Low Value,240.7713354,287.7652214,58.27048864,56.72305896,,46.993886,-1.54742968,14.58492,19.5180568
Control,High Value,270.5199952,325.3966216,100,98.45804684,No,54.8766264,-1.54195316,24.6,20.28560823
Control,Medium Value,,197.9044666,76.82844644,,Yes,197.9044666,-76.82844644,0,0
,Low Value,232.4728203,361.2837628,62.40882146,63.81802815,Yes,128.8109425,1.40920669,15.57812,55.40903334
,High Value,263.7071198,403.179963,100,,Yes,139.4728432,-100,24.6,52.88929753
,Medium Value,210.690285,250.9074896,67.65124466,,No,40.2172046,-67.65124466,16.8363,19.08830519
,High Value,,299.2645206,63.6027466,42.42257622,No,299.2645206,-21.18017038,0,0
Treatment,Low Value,190.0877891,289.907957,43.46489679,41.14906518,No,99.8201679,-2.31583161,11.03158,52.51266711
Control,,144.9970991,175.335882,59.35258961,69.77540029,Yes,30.3387829,10.42281068,14.84462,20.92371716
Treatment,Low Value,303.0515454,472.7152211,55.17074693,54.62470817,No,169.6636757,-0.54603876,13.84098,55.98508844
Treatment,Low Value,246.7962203,384.3704733,69.11807218,,Yes,137.574253,-69.11807218,17.18834,55.74406805
Control,Medium Value,,283.0524269,,63.06424567,Yes,283.0524269,63.06424567,0,0
Treatment,High Value,223.713347,349.5704014,100,100,No,125.8570544,0,24.6,56.25817864
Control,Medium Value,200.856714,237.6579915,69.70616205,57.94259472,Yes,36.8012775,-11.76356733,17.32948,18.32215452
Treatment,Low Value,145.1689477,,49.76867014,46.18783651,Yes,-145.1689477,-3.58083363,12.54448,-100
Treatment,High Value,258.9622697,408.2502141,100,98.44944564,Yes,149.2879444,-1.55055436,24.6,57.64853103
Control,Low Value,215.7811537,260.5991226,45.77101485,56.33593091,,44.8179689,10.56491606,11.58504,20.77010347
Treatment,,206.5053054,294.0236194,,,Yes,87.518314,0,0.6,42.38066128
Control,Medium Value,214.282205,,,78.28203223,Yes,-214.282205,78.28203223,0.6,-100
Control,Medium Value,204.5224699,251.8443852,63.69818493,54.06436695,No,47.3219153,-9.63381798,15.88756,23.13775857
Treatment,High Value,215.4899981,320.5978902,66.11302054,85.42229035,Yes,105.1078921,19.30926981,16.46712,48.77622768
Control,High Value,198.6018783,225.9103421,99.92134061,,No,27.3084638,-99.92134061,24.58112,13.75035525
Control,Low Value,144.0120878,169.1146879,,76,Yes,25.1026001,76,0.6,17.43089798
Control,High Value,196.556002,234.0902939,,98.37006001,Yes,37.5342919,98.37006001,0.6,19.09597851
Control,High Value,203.4195477,237.2714763,,,No,33.8519286,0,0.6,16.64143342
Control,Medium Value,270.4691487,302.5932429,75.01998789,78.2366083,No,32.1240942,3.21662041,18.6048,11.87717503
,Low Value,170.1240671,202.0876565,52.1076227,46.06100617,No,31.9635894,-6.04661653,13.10583,18.78839952
,Medium Value,,173.1704603,54.37481365,54.40755211,Yes,173.1704603,0.03273846,0,0
Control,Low Value,209.2472747,240.5745182,59.21893394,41.0608581,No,31.3272435,-18.15807584,14.81254,14.97139857
Treatment,Low Value,221.3956642,353.4083984,48.52505037,,Yes,132.0127342,-48.52505037,12.24601,59.6275156
Treatment,High Value,,439.9757183,97.34979401,,No,439.9757183,-97.34979401,0,0
Control,Medium Value,220.8917382,272.76187,94.9359135,92.00390148,,51.8701318,-2.93201202,23.38462,23.48215113
Treatment,,174.0396168,272.3155469,92.21165597,89.23620176,No,98.2759301,-2.97545421,22.7308,56.46756291
Treatment,High Value,174.2676788,262.4065671,92.1746294,100,No,88.1388883,7.8253706,22.72191,50.57672708
Control,High Value,267.1126164,321.1985354,94.13154898,100,Yes,54.085919,5.86845102,23.19157,20.24835806
Control,Low Value,256.4237901,312.0143235,,70.51442383,Yes,55.5905334,70.51442383,0.6,21.67916377
Control,Medium Value,161.8433516,181.97951,60.92605579,58.83998437,No,20.1361584,-2.08607142,15.22225,12.44175816
Treatment,Medium Value,222.9309611,,73.21362699,63.27206647,Yes,-222.9309611,-9.94156052,18.17127,-100
Treatment,High Value,206.292608,326.2216201,83.39231949,,Yes,119.9290121,-83.39231949,20.61416,58.13538995
Control,Low Value,,,50.99535454,61.79712261,No,0,10.80176807,0,0
Control,,223.079527,256.3457769,63.48973595,73.04826309,Yes,33.2662499,9.55852714,15.83754,14.91228278
Treatment,Medium Value,,346.2323444,75.63390931,75.60033302,No,346.2323444,-0.03357629,0,0
Treatment,High Value,123.9473526,172.8192073,77.83864617,,No,48.8718547,-77.83864617,19.28128,39.42952687
Treatment,Low Value,206.2750036,315.6914869,58.29969866,76,No,109.4164833,17.70030134,14.59193,53.04398565
Treatment,High Value,254.82802,392.2024429,96.43046007,89.99180542,No,137.3744229,-6.43865465,23.74331,53.90868041
Control,Medium Value,252.8221306,312.9491144,70.30617388,70.95895783,No,60.1269838,0.65278395,17.47348,23.7823262
Treatment,Low Value,170.8630645,246.7247441,44.10986192,41.61900124,No,75.8616796,-2.49086068,11.18637,44.39910979
Treatment,High Value,147.4986549,225.2578518,81.58468811,100,No,77.7591969,18.41531189,20.18033,52.71858035
Treatment,Medium Value,,307.0524883,71.93374751,82.40368927,Yes,307.0524883,10.46994176,0,0
Treatment,High Value,276.0717176,420.3104499,74.78034933,87.97333697,No,144.2387323,13.19298764,18.54728,52.2468341
,High Value,237.3488603,291.750416,95.49983168,,Yes,54.4015557,-95.49983168,23.51996,22.92050429
Control,High Value,292.8308538,341.2044333,100,100,Yes,48.3735795,0,24.6,16.51929053
Treatment,,140.939135,206.9782937,57.98059306,64.30739975,No,66.0391587,6.32680669,14.51534,46.85650916
Treatment,Medium Value,250.1074116,376.4877234,57.15567995,61.12061499,Yes,126.3803118,3.96493504,14.31736,50.53041451
Control,Medium Value,231.1960923,275.137876,96.17103208,,Yes,43.9417837,-96.17103208,23.68105,19.00628305
Control,Medium Value,203.0300532,240.1741727,66.75792312,89.77063469,Yes,37.1441195,23.01271157,16.6219,18.29488734
,Medium Value,,421.7939672,72.73858542,,Yes,421.7939672,-72.73858542,0,0
Treatment,Low Value,200.7163333,305.4156943,48.66675167,47.09138292,Yes,104.699361,-1.57536875,12.28002,52.16285057
Control,High Value,180.4979091,222.5427861,91.50618114,87.68054575,No,42.044877,-3.82563539,22.56148,23.2938305
Control,Medium Value,270.6273377,309.3521306,,97.79317984,No,38.7247929,97.79317984,0.6,14.30926869
Control,,180.6419384,220.4674337,,45.92748607,Yes,39.8254953,45.92748607,0.6,22.04664966
,High Value,238.6533144,273.287658,,95.24031168,No,34.6343436,95.24031168,0.6,14.51240838
Control,,163.1655492,198.7392313,56.34994613,55.70404589,No,35.5736821,-0.64590024,14.12399,21.80220167
Control,,192.421449,232.3881773,42.68175735,50.41972769,Yes,39.9667283,7.73797034,10.84362,20.77041229
Treatment,,,259.2188078,81.10055245,74.35973299,Yes,259.2188078,-6.74081946,0,0
Control,Medium Value,203.664842,240.5126224,,71.99698215,Yes,36.8477804,71.99698215,0.6,18.09236196
,High Value,241.8301188,283.6363889,90.85551804,,No,41.8062701,-90.85551804,22.40532,17.28745382
Control,High Value,,314.8297476,78.32963276,81.3688438,Yes,314.8297476,3.03921104,0,0
Control,Medium Value,145.1137174,177.7097418,59.05452867,66.34842866,Yes,32.5960244,7.29389999,14.77309,22.46240051
Treatment,,241.6457658,370.7780892,54.96247919,,No,129.1323234,-54.96247919,13.791,53.43868657
,Medium Value,274.8804473,420.3849038,85.80588579,91.30400396,Yes,145.5044565,5.49811817,21.19341,52.93372371
Control,,231.6394678,274.0023296,80.3705727,97.57357044,No,42.3628618,17.20299774,19.88894,18.28827453
Treatment,Low Value,,302.5623909,,58.83504385,No,302.5623909,58.83504385,0,0
Treatment,Low Value,214.1293086,328.9569755,66.1132434,56.52200344,No,114.8276669,-9.59123996,16.46718,53.62538536
Treatment,,203.8462203,316.8969556,63.20226315,70.2713033,Yes,113.0507353,7.06904015,15.76854,55.4588332
,Medium Value,240.7667728,365.0801242,,74.96568021,Yes,124.3133514,74.96568021,0.6,51.6322705
Treatment,Medium Value,196.539891,,74.16454985,67.11682709,Yes,-196.539891,-7.04772276,18.39949,-100
Treatment,,204.5157541,322.3547959,,100,Yes,117.8390418,100,0.6,57.61856455
,Low Value,215.1092105,247.1508717,61.55662555,58.82256715,No,32.0416612,-2.7340584,15.37359,14.89553196
Control,Low Value,126.503634,144.8421981,,59.63200637,No,18.3385641,59.63200637,0.6,14.49647217
Control,Medium Value,255.9039015,303.4155165,59.69687881,59.24919537,No,47.511615,-0.44768344,14.92725,18.56619408
Control,,270.3929884,320.3698575,100,100,No,49.9768691,0,24.6,18.48304921
Control,High Value,188.4343881,218.8226241,90.41005358,92.13881949,Yes,30.388236,1.72876591,22.29841,16.12669338
Treatment,,251.8998764,396.2999211,50.74301795,47.31725402,No,144.4000447,-3.42576393,12.77832,57.32438093
Control,Medium Value,201.1379211,239.2407572,78.1641633,71.77839273,Yes,38.1028361,-6.38577057,19.3594,18.94363623
Control,Low Value,176.2357316,,39.03295192,49.06711662,Yes,-176.2357316,10.0341647,9.96791,-100
Treatment,Medium Value,191.8663009,305.2664875,78.53265399,73.92144865,No,113.4001866,-4.61120534,19.44784,59.10375406
Treatment,High Value,264.5371568,401.4772301,96.92867797,,No,136.9400733,-96.92867797,23.86288,51.76591257
Control,Low Value,175.7703807,204.699666,57.30454829,64.35461797,Yes,28.9292853,7.05006968,14.35309,16.45856667
Treatment,Low Value,130.5389183,196.8929475,62.22222961,71.18991388,No,66.3540292,8.96768427,15.53334,50.83084038
Treatment,Low Value,211.1113201,315.3549884,56.18016259,,No,104.2436683,-56.18016259,14.08324,49.37853084
Treatment,High Value,213.42464,327.9127165,98.02383542,100,Yes,114.4880765,1.97616458,24.12572,53.64332652
,Low Value,256.2417153,400.2637096,59.55593895,71.49580517,No,144.0219943,11.93986622,14.89343,56.20552225
Control,High Value,258.4540259,297.8738768,100,100,Yes,39.4198509,0,24.6,15.25217135
Treatment,Medium Value,231.294717,,69.54438276,45.19634233,Yes,-231.294717,-24.34804043,17.29065,-100
,,297.8136941,353.9240656,96.64149085,76.60428416,Yes,56.1103715,-20.03720669,23.79396,18.84076274
Control,Medium Value,,399.8236848,34.92659442,32.8848852,No,399.8236848,-2.04170922,0,0
Treatment,High Value,280.9194852,431.2041628,,100,Yes,150.2846776,100,0.6,53.49742026
Treatment,High Value,199.4803377,302.889275,89.91235722,77.81552215,No,103.4089373,-12.09683507,22.17897,51.83916294
Treatment,Low Value,272.0501782,430.1101249,47.51875805,55.04751863,No,158.0599467,7.52876058,12.0045,58.09955639
Control,High Value,255.9626011,299.4876917,95.48846003,100,No,43.5250906,4.51153997,23.51723,17.00447269
Treatment,Low Value,137.6025919,221.5423299,,43.86262848,Yes,83.939738,43.86262848,0.6,61.00156751
Treatment,Medium Value,230.9795543,351.4042758,60.67919517,66.07316791,Yes,120.4247215,5.39397274,15.16301,52.13652865
,,227.8248371,355.1100824,79.41602809,61.17075209,No,127.2852453,-18.245276,19.65985,55.8697844
Treatment,Low Value,204.2230298,310.3770998,48.98851731,65.85510277,Yes,106.15407,16.86658546,12.35724,51.97948052
Treatment,Medium Value,108.9875498,162.1618024,77.79480616,76.72929898,Yes,53.1742526,-1.06550718,19.27075,48.78929079
Control,High Value,,242.4556495,100,100,Yes,242.4556495,0,0,0
Treatment,,134.5553243,211.1416833,38.40710169,42.88292954,,76.586359,4.47582785,9.8177,56.91811855
Treatment,Low Value,137.4260454,222.08816,56.610258,54.20562142,No,84.6621146,-2.40463658,14.18646,61.60558164
Treatment,,199.6213882,308.1505192,68.45487302,72.83265698,Yes,108.529131,4.37778396,17.02917,54.36748636
Control,Medium Value,189.3267908,217.3456581,73.04241295,68.10135901,Yes,28.0188673,-4.94105394,18.13018,14.79920891
Treatment,Medium Value,199.5476455,311.8537308,72.42228993,77.52419661,Yes,112.3060853,5.10190668,17.98135,56.28033597
Control,High Value,184.3730006,227.4425096,84.48641067,93.5760683,No,43.069509,9.08965763,20.87674,23.35998702
Control,,327.39815,394.9923253,80.31954878,83.13395017,No,67.5941753,2.81440139,19.87669,20.64586355
Treatment,,190.9128612,283.8847333,39.12152291,41.29292996,Yes,92.9718721,2.17140705,9.98917,48.6985903
Treatment,High Value,,220.5873316,86.7964336,,Yes,220.5873316,-86.7964336,0,0
Treatment,Medium Value,255.9043641,388.2529872,69.90711962,87.3561272,No,132.3486231,17.44900758,17.37771,51.71800159
Control,High Value,,265.3647824,93.35757242,100,,265.3647824,6.64242758,0,0
Control,Medium Value,,326.1905575,81.96141196,94.12825744,No,326.1905575,12.16684548,0,0
Control,High Value,241.7857706,293.887704,100,100,No,52.1019334,0,24.6,21.54880052
Control,Medium Value,189.7103995,226.6736339,75.16321222,69.81104309,Yes,36.9632344,-5.35216913,18.63917,19.48403171
Control,Medium Value,189.9532824,233.7972157,76.26797309,78.3548852,Yes,43.8439333,2.08691211,18.90431,23.08142968
Control,High Value,231.0407162,285.9430224,88.67598793,,No,54.9023062,-88.67598793,21.88224,23.76304363
Treatment,,256.4415827,407.7167298,81.15572038,84.77626092,Yes,151.2751471,3.62054054,20.07737,58.9901004
Treatment,Medium Value,181.4347616,273.179254,81.32856809,89.84515541,No,91.7444924,8.51658732,20.11886,50.56610519
Control,Low Value,256.7134009,308.8045858,53.68985043,60.3118789,No,52.0911849,6.62202847,13.48556,20.29157213
Treatment,High Value,264.1329737,411.9386861,94.67562705,99.23636149,,147.8057124,4.56073444,23.32215,55.95882647
Treatment,Medium Value,227.4662392,365.4694884,97.76880652,100,No,138.0032492,2.23119348,24.06451,60.66977222
,High Value,,243.7668889,100,100,Yes,243.7668889,0,0,0
Control,High Value,240.3380345,,86.65564582,100,Yes,-240.3380345,13.34435418,21.39735,-100
Treatment,,173.6655911,268.0609071,71.38880037,65.6022624,,94.395316,-5.78653797,17.73331,54.35464527
Control,High Value,,307.2991072,100,,Yes,307.2991072,-100,0,0
Control,High Value,350.654213,425.3959348,,75.67338823,Yes,74.7417218,75.67338823,0.6,21.3149362
Treatment,Low Value,,341.9982024,50.92691126,50.52568722,No,341.9982024,-0.40122404,0,0
Control,Low Value,214.3067266,258.1760336,40.42838217,54.32794945,Yes,43.869307,13.89956728,10.30281,20.470336
Treatment,,122.3193737,187.4498272,51.14129669,64.22997484,No,65.1304535,13.08867815,12.87391,53.24622873
Treatment,Medium Value,269.732892,404.6986464,65.52478675,65.74277034,Yes,134.9657544,0.21798359,16.32595,50.03681731
Treatment,Low Value,236.2844347,364.8390042,54.93994734,,Yes,128.5545695,-54.93994734,13.78559,54.40670252
Treatment,,248.6488632,385.8087121,53.49072345,60.9767154,No,137.1598489,7.48599195,13.43777,55.16206555
Treatment,Medium Value,185.164225,287.0505878,81.86234167,,Yes,101.8863628,-81.86234167,20.24696,55.0248639
Control,Low Value,178.5201836,217.2429878,60.0578045,,Yes,38.7228042,-60.0578045,15.01387,21.69099506
Control,High Value,157.7445902,183.2249905,,100,Yes,25.4804003,100,0.6,16.15294716
Control,Low Value,125.4874275,142.1064072,44.20423729,,No,16.6189797,-44.20423729,11.20902,13.24354163
,Low Value,166.8530291,205.4433574,53.20813052,51.69217505,Yes,38.5903283,-1.51595547,13.36995,23.12833546
Treatment,Low Value,216.4711881,330.9882089,59.37445473,62.89119616,Yes,114.5170208,3.51674143,14.84987,52.90173801
Treatment,High Value,,344.5463934,93.57183848,70.47357172,No,344.5463934,-23.09826676,0,0
,High Value,203.0070582,240.8614601,86.47071819,100,No,37.8544019,13.52928181,21.35297,18.64684028
Treatment,High Value,253.5190996,377.9776001,81.46248324,,,124.4585005,-81.46248324,20.151,49.09235663
Control,High Value,55.82072253,73.68819741,100,100,Yes,17.86747488,0,24.6,32.00867719
,Medium Value,188.1069854,224.6683357,78.46693188,73.94853935,Yes,36.5613503,-4.51839253,19.43206,19.43646602
Control,High Value,,310.8981862,63.89065054,59.0432993,Yes,310.8981862,-4.84735124,0,0
Treatment,High Value,223.5854466,355.8038003,76.10408787,86.96384436,Yes,132.2183537,10.85975649,18.86498,59.13549192
Treatment,High Value,,467.9873927,65.25515295,,Yes,467.9873927,-65.25515295,0,0
Treatment,High Value,201.1336194,,73.31666962,59.34491745,Yes,-201.1336194,-13.97175217,18.196,-100
